region,input_comm,tech,vintage,output_comm,efficiency,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,T_dsl,T_BLND_DSL_ELC_HDV,2025,T_dsl_elc_hdv,1.0,PJ/PJ,blend/fuel; Mid; source years 2030..2030,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NS,T_lng,T_HDV_WTF_LNG_N,2035,T_D_tkm_hdv_wt,3.2542471066182554,bn tonne-km/PJ,freight_marine/lng; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_lng,T_HDV_WTF_LNG_N,2040,T_D_tkm_hdv_wt,3.5057483526468554,bn tonne-km/PJ,freight_marine/lng; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_lng,T_HDV_WTF_LNG_N,2045,T_D_tkm_hdv_wt,3.776686621950454,bn tonne-km/PJ,freight_marine/lng; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2000,T_D_tkm_hdv_wt,1.9449576971700866,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2000..2000,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2005,T_D_tkm_hdv_wt,1.9790633237556388,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2001..2005,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2010,T_D_tkm_hdv_wt,1.9843583988019966,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2006..2010,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2015,T_D_tkm_hdv_wt,2.551575738207813,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2011..2015,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2020,T_D_tkm_hdv_wt,3.4090801070842636,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2016..2020,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_EX,2023,T_D_tkm_hdv_wt,3.3712343623295404,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2021..2023,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_N,2025,T_D_tkm_hdv_wt,3.8135462101515656,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_N,2030,T_D_tkm_hdv_wt,4.108272330270161,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_N,2035,T_D_tkm_hdv_wt,4.425776065000828,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_N,2040,T_D_tkm_hdv_wt,4.767817759599723,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_mdo,T_HDV_WTF_MDO_N,2045,T_D_tkm_hdv_wt,5.136293805852618,bn tonne-km/PJ,freight_marine/mdo; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-marine:composite:1:fe5a366c86dc48d7
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_EX,2020,T_D_pkm_ldv_c,2.4182836158336323,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_EX,2023,T_D_pkm_ldv_c,2.2940738457957948,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_N,2025,T_D_pkm_ldv_c,2.233814212006986,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_N,2030,T_D_pkm_ldv_c,2.503103268491345,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_N,2035,T_D_pkm_ldv_c,2.5782633100783983,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_N,2040,T_D_pkm_ldv_c,2.658076699230393,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV150_N,2045,T_D_pkm_ldv_c,2.7429893917821264,bn passenger-km/PJ,cars/bev_150_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV200_N,2025,T_D_pkm_ldv_c,2.2278680792844225,bn passenger-km/PJ,cars/bev_200_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV200_N,2030,T_D_pkm_ldv_c,2.446172296430335,bn passenger-km/PJ,cars/bev_200_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV200_N,2035,T_D_pkm_ldv_c,2.533235152667993,bn passenger-km/PJ,cars/bev_200_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV200_N,2040,T_D_pkm_ldv_c,2.6267241125930156,bn passenger-km/PJ,cars/bev_200_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV200_N,2045,T_D_pkm_ldv_c,2.7273779043795314,bn passenger-km/PJ,cars/bev_200_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV300_N,2025,T_D_pkm_ldv_c,2.0319304352181553,bn passenger-km/PJ,cars/bev_300_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV300_N,2030,T_D_pkm_ldv_c,2.2285572410648746,bn passenger-km/PJ,cars/bev_300_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV300_N,2035,T_D_pkm_ldv_c,2.3196127403483313,bn passenger-km/PJ,cars/bev_300_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV300_N,2040,T_D_pkm_ldv_c,2.4184259913918877,bn passenger-km/PJ,cars/bev_300_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV300_N,2045,T_D_pkm_ldv_c,2.526032524880635,bn passenger-km/PJ,cars/bev_300_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV400_N,2025,T_D_pkm_ldv_c,1.8423986371619876,bn passenger-km/PJ,cars/bev_400_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV400_N,2030,T_D_pkm_ldv_c,2.053851567990171,bn passenger-km/PJ,cars/bev_400_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV400_N,2035,T_D_pkm_ldv_c,2.122028785852304,bn passenger-km/PJ,cars/bev_400_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV400_N,2040,T_D_pkm_ldv_c,2.1948876707109615,bn passenger-km/PJ,cars/bev_400_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_C_BEV400_N,2045,T_D_pkm_ldv_c,2.2729275970247684,bn passenger-km/PJ,cars/bev_400_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_cng,T_LDV_C_CNG_N,2025,T_D_pkm_ldv_c,0.5755514986952435,bn passenger-km/PJ,cars/cng; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_cng,T_LDV_C_CNG_N,2030,T_D_pkm_ldv_c,0.6127053355839494,bn passenger-km/PJ,cars/cng; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_cng,T_LDV_C_CNG_N,2035,T_D_pkm_ldv_c,0.6403543351384672,bn passenger-km/PJ,cars/cng; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_cng,T_LDV_C_CNG_N,2040,T_D_pkm_ldv_c,0.6680031535098576,bn passenger-km/PJ,cars/cng; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_cng,T_LDV_C_CNG_N,2045,T_D_pkm_ldv_c,0.6956518123260553,bn passenger-km/PJ,cars/cng; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_EX,2000,T_D_pkm_ldv_c,0.6209859942803921,bn passenger-km/PJ,cars/diesel; Mid; source years 2000..2000,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_EX,2005,T_D_pkm_ldv_c,0.5997965447425552,bn passenger-km/PJ,cars/diesel; Mid; source years 2001..2005,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_EX,2010,T_D_pkm_ldv_c,0.5002027550378843,bn passenger-km/PJ,cars/diesel; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_EX,2015,T_D_pkm_ldv_c,0.5380857113766022,bn passenger-km/PJ,cars/diesel; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_EX,2020,T_D_pkm_ldv_c,0.599616816148451,bn passenger-km/PJ,cars/diesel; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_N,2025,T_D_pkm_ldv_c,0.6696933043135773,bn passenger-km/PJ,cars/diesel; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_N,2030,T_D_pkm_ldv_c,0.7088183861992294,bn passenger-km/PJ,cars/diesel; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_N,2035,T_D_pkm_ldv_c,0.7370929654892647,bn passenger-km/PJ,cars/diesel; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_N,2040,T_D_pkm_ldv_c,0.7653640700757618,bn passenger-km/PJ,cars/diesel; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_dsl,T_LDV_C_DSL_N,2045,T_D_pkm_ldv_c,0.7936320733311558,bn passenger-km/PJ,cars/diesel; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_h2_ldv,T_LDV_C_FCEV400_N,2025,T_D_pkm_ldv_c,1.1781927227362887,bn passenger-km/PJ,cars/fcev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_h2_ldv,T_LDV_C_FCEV400_N,2030,T_D_pkm_ldv_c,1.2460587972898516,bn passenger-km/PJ,cars/fcev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_h2_ldv,T_LDV_C_FCEV400_N,2035,T_D_pkm_ldv_c,1.2786422482977493,bn passenger-km/PJ,cars/fcev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_h2_ldv,T_LDV_C_FCEV400_N,2040,T_D_pkm_ldv_c,1.3111886152406027,bn passenger-km/PJ,cars/fcev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_h2_ldv,T_LDV_C_FCEV400_N,2045,T_D_pkm_ldv_c,1.343700535248744,bn passenger-km/PJ,cars/fcev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2000,T_D_pkm_ldv_c,0.41341667761104967,bn passenger-km/PJ,cars/gasoline; Mid; source years 2000..2000,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2005,T_D_pkm_ldv_c,0.4118027152185805,bn passenger-km/PJ,cars/gasoline; Mid; source years 2001..2005,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2010,T_D_pkm_ldv_c,0.4115531002442981,bn passenger-km/PJ,cars/gasoline; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2015,T_D_pkm_ldv_c,0.45680578413364925,bn passenger-km/PJ,cars/gasoline; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2020,T_D_pkm_ldv_c,0.4810038637221104,bn passenger-km/PJ,cars/gasoline; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_EX,2023,T_D_pkm_ldv_c,0.4744608524869324,bn passenger-km/PJ,cars/gasoline; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_EX,2020,T_D_pkm_ldv_c,0.7322170242984541,bn passenger-km/PJ,cars/hev; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_EX,2023,T_D_pkm_ldv_c,0.7313048409177435,bn passenger-km/PJ,cars/hev; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_N,2025,T_D_pkm_ldv_c,0.7419604421586015,bn passenger-km/PJ,cars/hev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_N,2030,T_D_pkm_ldv_c,0.7658562157828512,bn passenger-km/PJ,cars/hev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_N,2035,T_D_pkm_ldv_c,0.8095625242141886,bn passenger-km/PJ,cars/hev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_N,2040,T_D_pkm_ldv_c,0.8532643811292239,bn passenger-km/PJ,cars/hev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_HEV_N,2045,T_D_pkm_ldv_c,0.8969624349714217,bn passenger-km/PJ,cars/hev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_N,2025,T_D_pkm_ldv_c,0.5444477764335334,bn passenger-km/PJ,cars/gasoline; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_N,2030,T_D_pkm_ldv_c,0.5995321872139663,bn passenger-km/PJ,cars/gasoline; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_N,2035,T_D_pkm_ldv_c,0.6296895429294782,bn passenger-km/PJ,cars/gasoline; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_N,2040,T_D_pkm_ldv_c,0.659846079165684,bn passenger-km/PJ,cars/gasoline; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl,T_LDV_C_GSL_N,2045,T_D_pkm_ldv_c,0.6900019031031377,bn passenger-km/PJ,cars/gasoline; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_EX,2020,T_D_pkm_ldv_c,1.7885834413472004,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_EX,2023,T_D_pkm_ldv_c,1.579602356189211,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_N,2025,T_D_pkm_ldv_c,1.62057658785439,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_N,2030,T_D_pkm_ldv_c,1.7355507267814752,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_N,2035,T_D_pkm_ldv_c,1.8096288391771984,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_N,2040,T_D_pkm_ldv_c,1.8845143977747982,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev35,T_LDV_C_GSL_PHEV35_N,2045,T_D_pkm_ldv_c,1.9604028179743351,bn passenger-km/PJ,cars/phev_35_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev50,T_LDV_C_GSL_PHEV50_N,2025,T_D_pkm_ldv_c,1.7997005389801137,bn passenger-km/PJ,cars/phev_50_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev50,T_LDV_C_GSL_PHEV50_N,2030,T_D_pkm_ldv_c,1.9659144543818754,bn passenger-km/PJ,cars/phev_50_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev50,T_LDV_C_GSL_PHEV50_N,2035,T_D_pkm_ldv_c,2.0450163579864986,bn passenger-km/PJ,cars/phev_50_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev50,T_LDV_C_GSL_PHEV50_N,2040,T_D_pkm_ldv_c,2.125549961477325,bn passenger-km/PJ,cars/phev_50_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_gsl_elc_phev50,T_LDV_C_GSL_PHEV50_N,2045,T_D_pkm_ldv_c,2.207792393698443,bn passenger-km/PJ,cars/phev_50_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-cars:composite:1:a6e994fba1597ce4
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV150_N,2025,T_D_tkm_ldv_t,0.7738942756277888,bn tonne-km/PJ,freight_light_trucks/bev_150_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV150_N,2030,T_D_tkm_ldv_t,0.8597732690371751,bn tonne-km/PJ,freight_light_trucks/bev_150_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV150_N,2035,T_D_tkm_ldv_t,0.8870964067340005,bn tonne-km/PJ,freight_light_trucks/bev_150_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV150_N,2040,T_D_tkm_ldv_t,0.9162131746448011,bn tonne-km/PJ,freight_light_trucks/bev_150_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV150_N,2045,T_D_tkm_ldv_t,0.947306181000453,bn tonne-km/PJ,freight_light_trucks/bev_150_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV200_N,2025,T_D_tkm_ldv_t,0.7554398195123242,bn tonne-km/PJ,freight_light_trucks/bev_200_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV200_N,2030,T_D_tkm_ldv_t,0.8335901833528319,bn tonne-km/PJ,freight_light_trucks/bev_200_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV200_N,2035,T_D_tkm_ldv_t,0.8671886549229886,bn tonne-km/PJ,freight_light_trucks/bev_200_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV200_N,2040,T_D_tkm_ldv_t,0.9036092989612454,bn tonne-km/PJ,freight_light_trucks/bev_200_miles; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV200_N,2045,T_D_tkm_ldv_t,0.9432232852918917,bn tonne-km/PJ,freight_light_trucks/bev_200_miles; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV300_N,2025,T_D_tkm_ldv_t,0.6821984912246358,bn tonne-km/PJ,freight_light_trucks/bev_300_miles; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV300_N,2030,T_D_tkm_ldv_t,0.7714615859101985,bn tonne-km/PJ,freight_light_trucks/bev_300_miles; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
NS,T_elc_ldv_chrg,T_LDV_LTF_BEV300_N,2035,T_D_tkm_ldv_t,0.7967880002805597,bn tonne-km/PJ,freight_light_trucks/bev_300_miles; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-freight-light-trucks:composite:1:5ec1049b27636dea
