ID,Spatial Scale,Region,Country Name,Technology Name,Metric,Unit,Data Source,Variable,Year,Value
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,5018000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,3886000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,4966000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,175000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,430000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,1644000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,58000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,354000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,1088000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,331000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,154000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,438000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,1783000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,3097000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,160000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,497000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,24800.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,337000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,105000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,457000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,38000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,39700.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,145000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,100000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,29000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,240000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1959,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,61700000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,5546000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,4140000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,5526000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,206000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,485000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,1995000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,58000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,408000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,1194000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,440000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,170000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,483000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,1924000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,3684000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,183000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,516000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,31300.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,400000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,117000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,522000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,788000.0
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,46000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,43200.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,158000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,107000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,27000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,291000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1960,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,63400000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,6158000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,4326000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,5979000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,253000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,550000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,2444000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,59000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,470000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,1304000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,602000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,186000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,550000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,2126000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,4489000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,217000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,541000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,39900.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,471000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,135000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,616000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,52000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,48800.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,171000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,129000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,32000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,359000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1961,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,66100000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,7010000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,4531000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,6556000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,296000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,630000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,3030000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,73000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,548000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,1424000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,789000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,207000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,548000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,2300000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,5343000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,259000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,573000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,53100.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,553000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,162000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,730000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,958000.0
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,61000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,56900.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,190000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,134000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,40000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,441000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1962,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,69100000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,7953000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,4789000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,7375000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,336000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,700000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,3913000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,84000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,605000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,1556000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,1079000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,229000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,618000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,2499000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,6335000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,303000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,605000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,71300.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,623000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,188000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,866000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,72000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,67600.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,196000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,136000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,49000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,530000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1963,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,72000000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,8800000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,5380000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,8247000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,384000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,779000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,4675000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,89000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,675000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,1666000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,1462000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,254000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,688000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,2707000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,7305000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,376000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,656000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,86200.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,698000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,211000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,1059000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,1206000.0
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,79000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,81600.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,211000.0
