VEHICLE_CLASS	DESCRIPTOR	VALUE	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
SNOW VEHICLE	MOTIVE POWER		301295	413202	6	3586	13101	24773	6	0	755969
SNOW VEHICLE	MOTIVE POWER	G	26	115	0	2	8	21	0	0	172
SNOW VEHICLE	YEAR	2021	5782	105	0	0	2	1	0	0	5890
SNOW VEHICLE	YEAR	2020	7826	744	0	0	25	17	0	0	8612
SNOW VEHICLE	YEAR	2019	7307	1518	0	0	82	6	0	0	8913
SNOW VEHICLE	YEAR	2018	8341	2285	0	0	124	5	0	0	10755
SNOW VEHICLE	YEAR	2017	8055	2298	0	1	156	11	0	0	10521
SNOW VEHICLE	YEAR	2016	9651	2751	1	0	195	12	0	0	12610
SNOW VEHICLE	YEAR	2015	7815	2521	1	0	170	14	0	0	10521
SNOW VEHICLE	YEAR	2014	5655	2107	1	0	147	17	0	0	7927
SNOW VEHICLE	YEAR	2013	4923	2243	0	0	172	20	0	0	7358
SNOW VEHICLE	YEAR	2012	5294	2347	0	0	178	18	0	0	7837
SNOW VEHICLE	YEAR	2011	5140	2676	0	1	175	38	0	0	8030
SNOW VEHICLE	YEAR	2010	5481	2988	0	0	193	42	0	0	8704
SNOW VEHICLE	YEAR	2009	5932	3775	0	0	229	46	0	0	9982
SNOW VEHICLE	YEAR	2008	4745	3523	0	0	204	65	0	0	8537
SNOW VEHICLE	YEAR	2007	5936	5069	0	0	237	72	1	0	11315
SNOW VEHICLE	YEAR	2006	6236	6061	0	0	321	93	0	0	12711
SNOW VEHICLE	YEAR	2005	5792	6093	0	2	294	116	0	0	12297
SNOW VEHICLE	YEAR	2004	5569	6683	0	0	308	116	0	0	12676
SNOW VEHICLE	YEAR	2003	5079	8125	0	0	369	161	0	0	13734
SNOW VEHICLE	YEAR	2002	5492	9401	0	1	362	169	0	0	15425
SNOW VEHICLE	YEAR	2001	3566	7590	0	0	289	153	0	0	11598
SNOW VEHICLE	YEAR	2000	4823	10251	1	2	430	201	0	0	15708
SNOW VEHICLE	YEAR	1999	4811	11800	0	5	453	248	0	0	17317
SNOW VEHICLE	YEAR	1998	5732	15339	0	8	505	358	0	0	21942
SNOW VEHICLE	YEAR	1997	4908	15292	0	14	440	390	2	0	21046
SNOW VEHICLE	YEAR	1996	3994	14667	0	17	464	423	0	0	19565
SNOW VEHICLE	YEAR	1995	3507	14545	0	14	410	375	0	0	18851
SNOW VEHICLE	YEAR	1994	3094	14953	0	18	480	438	0	0	18983
SNOW VEHICLE	YEAR	1993	2545	12187	0	14	435	443	0	0	15624
SNOW VEHICLE	YEAR	1992	2077	9568	0	14	348	340	0	0	12347
SNOW VEHICLE	YEAR	1991	2765	13469	0	23	424	582	0	0	17263
SNOW VEHICLE	YEAR	1990	3096	14738	0	44	366	633	1	0	18878
SNOW VEHICLE	YEAR	1989	3080	14535	0	36	387	628	0	0	18666
SNOW VEHICLE	YEAR	1988	2727	12557	0	43	329	544	0	0	16200
SNOW VEHICLE	YEAR	1987	2343	9816	0	36	251	494	0	0	12940
SNOW VEHICLE	YEAR	1986	2055	7741	0	41	212	397	0	0	10446
SNOW VEHICLE	YEAR	1985	1805	6384	0	34	177	370	0	0	8770
SNOW VEHICLE	YEAR	1984	1418	4314	0	40	108	272	1	0	6153
SNOW VEHICLE	YEAR	1983	1732	4797	0	37	86	308	0	0	6960
SNOW VEHICLE	YEAR	1982	3040	7272	0	62	163	510	0	0	11047
SNOW VEHICLE	YEAR	1981	4099	9844	1	88	207	710	0	0	14949
SNOW VEHICLE	YEAR	1980	9076	17874	0	186	435	1394	0	0	28965
SNOW VEHICLE	YEAR	1979	9620	14670	0	188	288	1382	0	0	26148
SNOW VEHICLE	YEAR	1978	7365	9832	0	147	242	973	1	0	18560
SNOW VEHICLE	YEAR	1977	7756	8360	0	206	213	1007	0	0	17542
SNOW VEHICLE	YEAR	1976	7762	7462	0	199	165	1075	0	0	16663
SNOW VEHICLE	YEAR	1975	7601	6338	0	162	131	1029	0	0	15261
SNOW VEHICLE	YEAR	1974	10159	8270	0	260	138	1414	0	0	20241
SNOW VEHICLE	YEAR	1973	14092	9967	0	411	161	1843	0	0	26474
SNOW VEHICLE	YEAR	1972	12635	9009	0	379	119	1738	0	0	23880
SNOW VEHICLE	YEAR	1971	10736	7692	1	388	130	1514	0	0	20461
SNOW VEHICLE	YEAR	1970	6112	4280	0	272	68	882	0	0	11614
SNOW VEHICLE	YEAR	1969	3005	2361	0	112	46	385	0	0	5909
SNOW VEHICLE	YEAR	1968	1038	894	0	41	16	152	0	0	2141
SNOW VEHICLE	YEAR	1967	487	488	0	18	7	69	0	0	1069
SNOW VEHICLE	YEAR	1966	258	261	0	13	6	32	0	0	570
SNOW VEHICLE	YEAR	1965	151	222	0	3	16	24	0	0	416
SNOW VEHICLE	YEAR	1964	81	129	0	5	6	11	0	0	232
SNOW VEHICLE	YEAR	1963	30	74	0	1	2	2	0	0	109
SNOW VEHICLE	YEAR	1962	21	34	0	0	1	4	0	0	60
SNOW VEHICLE	YEAR	1961	11	34	0	0	3	6	0	0	54
SNOW VEHICLE	YEAR	1960	15	27	0	0	1	1	0	0	44
SNOW VEHICLE	YEAR	1959	4	4	0	0	1	0	0	0	9
SNOW VEHICLE	YEAR	1958	8	6	0	0	0	0	0	0	14
SNOW VEHICLE	YEAR	1957	2	6	0	0	1	0	0	0	9
SNOW VEHICLE	YEAR	1956	0	3	0	0	3	0	0	0	6
SNOW VEHICLE	YEAR	1955	2	4	0	1	1	0	0	0	8
SNOW VEHICLE	YEAR	1954	2	2	0	0	1	0	0	0	5
SNOW VEHICLE	YEAR	1953	2	4	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1952	0	8	0	0	1	0	0	0	9
SNOW VEHICLE	YEAR	1950	4	2	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1949	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1948	4	2	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1947	1	4	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1945	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1944	2	3	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1940	2	3	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1939	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1937	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1935	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1933	0	0	0	1	0	0	0	0	1
SNOW VEHICLE	YEAR	1930	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1917	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1913	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1911	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1907	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1905	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1904	0	3	0	0	0	0	0	0	3
SNOW VEHICLE	YEAR	1903	0	3	0	0	0	0	0	0	3
SNOW VEHICLE	YEAR	1902	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1901	2	2	0	0	0	1	0	0	5
OFF ROAD	MOTIVE POWER	D	235	35	1	0	2	5	0	0	278
OFF ROAD	MOTIVE POWER	G	559477	103256	4841	188	14229	4514	4	1	686510
OFF ROAD	MOTIVE POWER	OTHER	51	60	3	0	7	3	0	0	124
OFF ROAD	BODY TYPE	AP	2214	437	4	0	40	6	0	0	2701
OFF ROAD	BODY TYPE	DB	1133	333	19	7	9	36	0	0	1537
OFF ROAD	BODY TYPE	MB	2369	2073	49	2	30	84	0	0	4607
OFF ROAD	BODY TYPE	MD	3053	1292	73	7	75	85	0	0	4585
OFF ROAD	BODY TYPE	MF	348322	74286	3052	127	9641	3093	1	1	438523
OFF ROAD	BODY TYPE	MW	8222	2963	72	26	218	241	0	0	11742
OFF ROAD	BODY TYPE	RA	194450	21967	1576	19	4225	977	3	0	223217
OFF ROAD	YEAR	2021	6294	604	0	0	4	1	0	0	6903
OFF ROAD	YEAR	2020	19478	1537	2	0	40	4	0	0	21061
OFF ROAD	YEAR	2019	21368	2065	9	0	90	4	0	0	23536
OFF ROAD	YEAR	2018	23438	2144	15	0	180	10	0	0	25787
OFF ROAD	YEAR	2017	21326	2057	16	0	233	21	0	0	23653
OFF ROAD	YEAR	2016	19889	1971	16	0	252	27	0	0	22155
OFF ROAD	YEAR	2015	15462	1548	24	0	276	19	0	0	17329
OFF ROAD	YEAR	2014	18625	1804	31	0	311	31	0	0	20802
OFF ROAD	YEAR	2013	17048	2101	55	0	306	37	0	0	19547
OFF ROAD	YEAR	2012	15932	2008	41	0	335	43	0	0	18359
OFF ROAD	YEAR	2011	15394	1720	73	0	348	44	0	0	17579
OFF ROAD	YEAR	2010	10380	1496	77	0	261	37	1	0	12252
OFF ROAD	YEAR	2009	19410	2616	135	0	539	67	0	0	22767
OFF ROAD	YEAR	2008	23916	3981	184	0	709	132	0	0	28922
OFF ROAD	YEAR	2007	28001	4572	225	2	792	192	0	0	33784
OFF ROAD	YEAR	2006	24432	5233	170	1	690	185	2	0	30713
OFF ROAD	YEAR	2005	23973	4985	177	2	689	188	0	0	30014
OFF ROAD	YEAR	2004	25682	5475	255	0	808	170	0	0	32390
OFF ROAD	YEAR	2003	20781	4841	308	3	753	151	0	0	26837
OFF ROAD	YEAR	2002	16409	3589	320	1	536	135	0	0	20990
OFF ROAD	YEAR	2001	18844	3824	400	3	663	164	0	0	23898
OFF ROAD	YEAR	2000	15497	3182	361	3	489	142	0	0	19674
OFF ROAD	YEAR	1999	10792	2146	282	1	374	98	0	0	13693
OFF ROAD	YEAR	1998	7213	1401	158	2	258	58	0	0	9090
OFF ROAD	YEAR	1997	5263	1098	111	0	189	56	0	0	6717
OFF ROAD	YEAR	1996	6112	1371	115	1	221	65	0	0	7885
OFF ROAD	YEAR	1995	5670	1269	73	1	224	71	0	0	7308
OFF ROAD	YEAR	1994	4723	1178	81	2	156	62	0	0	6202
OFF ROAD	YEAR	1993	5537	1262	89	2	208	79	0	0	7177
OFF ROAD	YEAR	1992	5185	1169	57	0	210	68	0	0	6689
OFF ROAD	YEAR	1991	5196	1367	76	1	213	63	0	1	6917
OFF ROAD	YEAR	1990	5919	1600	82	2	238	105	0	0	7946
OFF ROAD	YEAR	1989	4861	1295	56	3	191	72	0	0	6478
OFF ROAD	YEAR	1988	4251	1254	41	2	169	83	0	0	5800
OFF ROAD	YEAR	1987	7847	2212	70	8	385	156	0	0	10678
OFF ROAD	YEAR	1986	12159	3525	99	4	581	255	1	0	16624
OFF ROAD	YEAR	1985	10742	3726	91	21	447	298	0	0	15325
OFF ROAD	YEAR	1984	12062	4182	87	30	379	344	0	0	17084
OFF ROAD	YEAR	1983	9336	3476	85	25	256	284	0	0	13462
OFF ROAD	YEAR	1982	4623	1936	62	10	106	150	0	0	6887
OFF ROAD	YEAR	1981	2245	907	33	8	28	88	0	0	3309
OFF ROAD	YEAR	1980	1376	552	15	9	18	34	0	0	2004
OFF ROAD	YEAR	1979	1272	524	23	7	9	47	0	0	1882
OFF ROAD	YEAR	1978	1179	505	31	7	16	43	0	0	1781
OFF ROAD	YEAR	1977	874	363	21	4	11	30	0	0	1303
OFF ROAD	YEAR	1976	514	243	22	2	10	15	0	0	806
OFF ROAD	YEAR	1975	586	272	21	5	11	17	0	0	912
OFF ROAD	YEAR	1974	643	302	15	5	5	16	0	0	986
OFF ROAD	YEAR	1973	490	214	18	4	3	16	0	0	745
OFF ROAD	YEAR	1972	448	213	12	3	7	13	0	0	696
OFF ROAD	YEAR	1971	283	130	10	1	2	11	0	0	437
OFF ROAD	YEAR	1970	219	93	2	1	5	3	0	0	323
OFF ROAD	YEAR	1969	113	56	2	0	1	2	0	0	174
OFF ROAD	YEAR	1968	83	25	1	0	1	2	0	0	112
OFF ROAD	YEAR	1967	57	17	1	0	0	2	0	0	77
OFF ROAD	YEAR	1966	52	14	1	0	0	2	0	0	69
OFF ROAD	YEAR	1965	55	29	3	0	0	1	0	0	88
OFF ROAD	YEAR	1964	30	9	0	0	0	2	0	0	41
OFF ROAD	YEAR	1963	21	5	0	0	1	0	0	0	27
OFF ROAD	YEAR	1962	21	10	0	0	0	1	0	0	32
OFF ROAD	YEAR	1961	10	6	0	0	0	0	0	0	16
OFF ROAD	YEAR	1960	19	7	1	1	0	0	0	0	28
OFF ROAD	YEAR	1959	18	5	0	0	0	2	0	0	25
OFF ROAD	YEAR	1958	6	4	0	0	0	1	0	0	11
OFF ROAD	YEAR	1957	12	4	1	0	0	0	0	0	17
OFF ROAD	YEAR	1956	3	2	0	0	0	1	0	0	6
OFF ROAD	YEAR	1955	8	1	1	1	0	0	0	0	11
OFF ROAD	YEAR	1954	7	1	0	0	0	0	0	0	8
OFF ROAD	YEAR	1953	6	2	0	0	0	1	0	0	9
OFF ROAD	YEAR	1952	10	5	0	0	1	1	0	0	17
OFF ROAD	YEAR	1951	2	0	1	0	0	0	0	0	3
OFF ROAD	YEAR	1950	2	0	1	0	0	0	0	0	3
OFF ROAD	YEAR	1949	3	3	0	0	0	0	0	0	6
OFF ROAD	YEAR	1948	3	1	0	0	0	0	0	0	4
OFF ROAD	YEAR	1947	8	1	0	0	0	0	0	0	9
OFF ROAD	YEAR	1946	2	2	0	0	0	0	0	0	4
OFF ROAD	YEAR	1945	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1944	0	1	0	0	0	0	0	0	1
OFF ROAD	YEAR	1943	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1942	5	2	0	0	0	0	0	0	7
OFF ROAD	YEAR	1940	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1925	0	1	0	0	0	0	0	0	1
OFF ROAD	YEAR	1923	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1919	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1912	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1906	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1901	1	0	0	0	0	0	0	0	1
